,AAPL,MSFT,AMZN,GOOGL,META,JNJ,JPM,BRK,PG,V,MA,WMT,UNH,INTC,CSCO,KO,PEP,DIS,VZ,T,,,AAPL,MSFT,AMZN,GOOGL,META,JNJ,JPM,BRK,PG,V,MA,WMT,UNH,INTC,CSCO,KO,PEP,DIS,VZ,T
Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,,,Linear Return ,,,,,,,,,,,,,,,,,,,
24/10/2022,148.769241,248.787216,119.82,102.519997,129.720001,168.403992,120.536674,287.480011,127.763344,189.543182,304.626923,137.796051,538.019287,26.386904,42.872833,56.729435,175.975723,101.720001,34.836735,17.019382,,,0.014802564,0.013791641,0.004190412,0.013744685,-0.002230552,-0.00157898,0.001227148,0.017592301,0.006143917,0.001785923,0.010682316,0.019078977,0.01474533,0.007786455,0.017289625,0.028770573,0.003320606,-0.003136025,0.017538945,0.023976541
25/10/2022,151.646088,229.591721,120.599998,104.480003,137.509995,169.883713,120.851852,289.23999,129.234848,193.190735,310.418396,138.448425,536.648376,26.610193,43.680271,58.089291,176.765427,104.360001,35.282242,17.194338,,,0.019337647,-0.077156276,0.006509748,0.01911828,0.060052374,0.008786734,0.002614789,0.006122092,0.011517419,0.019243916,0.019011691,0.004734345,-0.00254807,0.008462114,0.018833325,0.023970907,0.004487574,0.025953598,0.012788426,0.010279809
26/10/2022,148.669708,225.055847,115.660004,94.93,129.820007,169.982361,122.240616,288.519989,130.143433,202.085983,318.492615,139.506012,539.578918,26.416027,43.699966,58.522861,176.577866,104.629997,35.282242,17.631729,,,-0.019627147,-0.019756261,-0.040961808,-0.09140508,-0.05592312,0.00058068,0.011491458,-0.002489286,0.007030495,0.046043864,0.026010762,0.007638852,0.005460823,-0.007296678,0.00045089,0.007463854,-0.001061073,0.00258716,0,0.025438083
27/10/2022,144.140442,234.107727,110.959999,92.220001,97.940002,172.507767,122.723236,289.880005,130.242188,203.0401,318.353088,139.100769,538.217957,25.503458,43.739353,58.660816,179.88475,104.440002,35.040119,17.524811,,,-0.030465292,0.040220595,-0.04063639,-0.02854734,-0.245570816,0.014856871,0.003948115,0.004713767,0.000758817,0.004721342,-0.000438086,-0.002904843,-0.002522265,-0.034546035,0.000901305,0.002357284,0.018727625,-0.001815875,-0.006862461,-0.006063954
28/10/2022,155.030624,230.39566,103.410004,96.290001,99.199997,171.619949,124.180954,299.630005,133.54071,208.059204,328.420929,140.860153,547.59552,28.221754,44.940655,59.872856,179.243118,105.949997,36.483173,17.962202,,,0.075552578,-0.015856234,-0.068042493,0.044133593,0.012864968,-0.005146539,0.011878093,0.033634607,0.025326064,0.024719767,0.031624763,0.012648269,0.017423356,0.106585389,0.027465015,0.020661833,-0.003566906,0.014458014,0.041182908,0.024958386
31/10/2022,152.641525,226.46524,102.440002,94.510002,93.160004,170.751816,123.983963,295.089996,132.997528,205.892548,327.13501,140.682251,551.479736,27.60043,44.733879,58.976143,178.433655,106.540001,36.192623,17.719208,,,-0.015410497,-0.017059436,-0.009380156,-0.018485813,-0.060887028,-0.005058462,-0.001586322,-0.015152051,-0.004067539,-0.010413651,-0.00391546,-0.001262969,0.007093221,-0.022015783,-0.00460109,-0.014976954,-0.004516006,0.005568702,-0.007963945,-0.013528074
01/11/2022,149.963776,218.455551,96.790001,90.470001,95.199997,168.127747,126.219765,294.130005,133.204941,205.66394,332.129059,140.049652,543.691528,27.474224,44.763416,58.769211,175.946106,106,36.192623,17.835846,,,-0.01754273,-0.035368293,-0.055154245,-0.042746809,0.021897734,-0.015367737,0.018032994,-0.003253214,0.001559525,-0.001110327,0.015266018,-0.004496651,-0.014122383,-0.00457261,0.000660283,-0.003508741,-0.01394103,-0.005068528,0,0.006582574
02/11/2022,144.369385,212.649246,92.120003,86.970001,90.540001,168.413849,125.057541,289.459991,131.289032,199.72052,318.801636,139.120544,539.837158,26.619902,43.887051,57.951332,175.49202,101.82,36.521912,17.913605,,,-0.037304949,-0.026578885,-0.048248765,-0.038686857,-0.048949539,0.001701694,-0.00920794,-0.01587738,-0.014383168,-0.028898698,-0.040127242,-0.006634133,-0.007089259,-0.031095401,-0.019577706,-0.013916794,-0.002580824,-0.039433962,0.009098235,0.004359703
03/11/2022,138.247406,219.735916,89.300003,83.43,88.910004,169.163574,125.284081,283.850006,130.39032,193.558472,308.185547,139.090897,540.015991,26.590775,43.178085,57.921768,176.479156,99.25,35.979557,17.660889,,,-0.042404967,0.03332563,-0.030612244,-0.040703702,-0.018003059,0.004451683,0.001811486,-0.019380865,-0.006845294,-0.030853354,-0.033299983,-0.000213103,0.000331272,-0.001094181,-0.016154332,-0.000510152,0.005624962,-0.025240621,-0.014850126,-0.01410749
04/11/2022,137.97818,226.16748,90.980003,86.580002,90.790001,170.643311,128.711655,287.470001,132.770386,195.774811,317.356262,139.337997,534.611938,27.746899,43.837818,58.394756,177.890762,99.580002,36.066723,17.806684,,,-0.001947422,0.029269516,0.018812989,0.037756227,0.021144943,0.008747374,0.027358416,0.012753197,0.018253395,0.011450488,0.029757122,0.001776536,-0.010007209,0.043478387,0.015279348,0.00816598,0.007998712,0.003324957,0.002422654,0.008255247
07/11/2022,138.516617,227.160019,90.529999,88.489998,96.720001,171.491684,129.391266,290.190002,134.80481,198.875732,324.094727,140.800858,541.416687,27.953522,43.867359,58.621407,178.384323,100.43,36.018295,17.845566,,,0.003902334,0.004388513,-0.004946186,0.022060475,0.065315563,0.004971616,0.005280105,0.00946186,0.015322875,0.015839224,0.021233124,0.010498651,0.01272839,0.007446706,0.00067387,0.003881359,0.002774517,0.00853583,-0.001342734,0.002183562
08/11/2022,139.09494,222.832596,89.980003,88.900002,96.470001,170.120468,129.470062,292.609985,135.110962,200.545456,324.712769,141.136917,549.393555,28.022398,43.926441,58.729797,176.252106,99.900002,36.676872,18.049681,,,0.004175116,-0.019050108,-0.00607529,0.004633337,-0.002584781,-0.007995816,0.000608975,0.008339305,0.002271076,0.008395816,0.001906979,0.002386768,0.014733325,0.002463947,0.001346833,0.001848983,-0.011952939,-0.005277288,0.018284513,0.011437855
09/11/2022,134.478378,241.164597,86.139999,87.32,101.470001,172.113174,127.785835,288.649994,134.785049,193.174286,314.634979,137.855362,537.085449,27.077826,43.237164,57.911915,179.361572,86.75,36.43475,17.865004,,,-0.033190007,0.08226804,-0.042676193,-0.017772801,0.051829584,0.011713499,-0.013008621,-0.013533342,-0.002412188,-0.036755607,-0.031036014,-0.023250862,-0.022403077,-0.03370775,-0.01569162,-0.013926185,0.017642149,-0.131631649,-0.00660149,-0.010231594
10/11/2022,146.443527,245.263748,96.629997,93.940002,111.870003,166.963699,133.04538,303.200012,139.426682,204.768951,336.196045,140.711899,540.572266,29.281834,44.96035,59.991108,175.758545,90.459999,37.306396,18.312117,,,0.088974519,0.016997317,0.121778478,0.075813124,0.102493366,-0.029919122,0.041159061,0.050407131,0.034437299,0.060021783,0.068527238,0.020721261,0.006492108,0.081395308,0.039854279,0.035902681,-0.020088065,0.042766559,0.02392348,0.02502731
11/11/2022,149.265305,239.745285,100.790001,96.410004,113.019997,169.587769,133.26207,309.720001,139.219284,204.201172,338.209656,140.929352,518.628357,29.941067,44.10368,60.424683,174.455536,95.010002,37.093323,18.516232,,,0.019268711,-0.022500117,0.043050855,0.026293399,0.010279735,0.01571641,0.001628692,0.021503921,-0.001487506,-0.002772779,0.005989395,0.001545377,-0.040593849,0.022513378,-0.0190539,0.007227321,-0.007413631,0.050298508,-0.005711434,0.011146445
14/11/2022,147.849442,240.162155,98.489998,95.699997,114.220001,170.061295,131.893005,308.910004,139.229156,206.053909,338.289398,136.787857,510.353394,29.862352,44.054451,59.8433,174.909622,94.279999,37.103012,18.525951,,,-0.009485547,0.001738804,-0.022819754,-0.007364454,0.010617625,0.002792218,-0.010273478,-0.002615256,7.09097E-05,0.009073097,0.000235777,-0.029387029,-0.015955477,-0.002628998,-0.001116211,-0.009621614,0.002602875,-0.007683433,0.000261206,0.000524891
15/11/2022,149.604324,240.600082,98.940002,98.440002,117.080002,171.116837,130.937622,309.980011,138.745255,209.171722,342.416229,145.733093,499.684448,30.216568,44.211998,59.744759,176.034958,95.510002,36.51223,18.487072,,,0.011869385,0.001823464,0.004569032,0.028631192,0.025039406,0.006206833,-0.007243621,0.003463815,-0.003475572,0.015131055,0.012199114,0.065394957,-0.020905016,0.011861624,0.003576188,-0.001646651,0.006433814,0.013046277,-0.01592275,-0.002098624
16/11/2022,148.357956,240.550308,97.120003,98.849998,113.230003,172.497925,131.114914,308.76001,139.979736,209.321121,341.66861,146.780823,508.138153,29.055529,43.709808,59.636364,177.713058,93.949997,36.686558,18.399595,,,-0.008331096,-0.000206874,-0.018394976,0.004164933,-0.032883489,0.008071023,0.001354019,-0.003935741,0.008897465,0.000714241,-0.002183363,0.007189376,0.016918087,-0.03842392,-0.011358681,-0.001814301,0.009532766,-0.01633342,0.00477451,-0.004731793
17/11/2022,150.282364,240.092468,94.849998,98.360001,111.449997,173.819809,130.54364,307.440002,139.120529,210.167816,340.183319,146.286606,511.903137,29.409742,45.876099,59.823589,178.996338,91.449997,36.957737,18.419033,,,0.012971384,-0.001903302,-0.023373197,-0.004956975,-0.015720268,0.007663188,-0.004357048,-0.004275191,-0.006138081,0.004044957,-0.004347168,-0.003367041,0.007409371,0.012190898,0.049560753,0.003139444,0.007221079,-0.0266099,0.007391781,0.001056436
18/11/2022,150.850708,240.918594,94.139999,97.43,112.050003,174.713394,131.824051,310.76001,140.799438,209.978561,342.595642,148.490799,526.495972,29.390064,47.057713,60.247311,182.441422,91.800003,37.335449,18.438473,,,0.003781841,0.003440866,-0.007485493,-0.009455073,0.005383634,0.00514087,0.009808299,0.010798881,0.012068018,-0.000900495,0.007091244,0.015067634,0.028507024,-0.000669098,0.025756636,0.007082858,0.019246673,0.003827294,0.010220106,0.00105543
21/11/2022,147.580215,243.884659,92.459999,95.599998,109.860001,175.557327,131.045959,311.200012,142.58696,205.516022,337.172943,149.400131,513.770691,28.475008,46.890316,61.173588,182.461166,97.580002,37.403244,18.312117,,,-0.021680329,0.012311482,-0.017845762,-0.018782736,-0.019544863,0.004830385,-0.005902504,0.00141589,0.012695519,-0.021252355,-0.015828278,0.006123827,-0.024169759,-0.031134876,-0.00355727,0.015374578,0.000108221,0.06296295,0.001815835,-0.006852845
22/11/2022,149.743912,246.422745,93.199997,97.050003,111.440002,175.745956,133.005981,315.76001,143.811539,209.510391,343.861572,149.933884,519.631714,29.340868,47.638672,61.439644,182.698074,96.209999,37.964973,18.467632,,,0.014661159,0.010406911,0.008003439,0.015167417,0.01438195,0.001074458,0.014956753,0.014652949,0.008588296,0.019435803,0.019837384,0.003572641,0.011407858,0.030407718,0.015959713,0.004349197,0.001298402,-0.014039793,0.015018189,0.008492464
23/11/2022,150.631348,246.333176,94.129997,98.459999,112.239998,175.974319,134.424301,316.179993,144.631241,210.904922,347.529907,150.655441,526.207886,29.193279,47.825764,61.715557,181.740555,98.879997,37.69379,18.555111,,,0.005926358,-0.000363477,0.009978541,0.014528552,0.007178715,0.001299393,0.010663581,0.00133007,0.005699835,0.006656142,0.010668057,0.004812501,0.012655448,-0.005030151,0.003927314,0.004490798,-0.005240991,0.027751772,-0.007142979,0.004736882
25/11/2022,147.679932,240.629944,93.410004,97.459999,111.410004,176.063675,134.680389,317.429993,144.897888,212.956894,350.171448,151.297928,534.065613,28.868582,47.658367,61.774677,181.523392,98.870003,37.790642,18.58427,,,-0.019593637,-0.023152513,-0.007648922,-0.010156409,-0.007394815,0.000507779,0.001905072,0.003953444,0.001843633,0.00972937,0.007600903,0.004264612,0.014932743,-0.01112232,-0.003500143,0.000957943,-0.001194907,-0.000101072,0.002569442,0.001571481
28/11/2022,143.801239,239.206635,93.949997,96.050003,108.779999,174.832535,132.326385,313.269989,144.779388,210.436768,343.492767,151.732819,528.750977,28.268381,47.343269,61.784534,180.240112,95.690002,37.035221,18.292675,,,-0.026264185,-0.005914929,0.00578089,-0.014467433,-0.023606543,-0.006992584,-0.017478447,-0.013105264,-0.000817817,-0.011833972,-0.019072603,0.002874402,-0.009951279,-0.020790803,-0.006611599,0.000159564,-0.007069502,-0.032163456,-0.019989631,-0.01569042
29/11/2022,140.760086,253.947403,92.419998,95.190002,109.459999,176.728897,134.503098,315.130005,143.673279,208.245331,342.037415,151.199066,524.509216,28.43565,47.540207,61.567745,183.122543,94.690002,37.132065,18.477352,,,-0.021148309,0.061623575,-0.016285248,-0.00895368,0.006251149,0.010846734,0.016449577,0.005937422,-0.007639962,-0.010413755,-0.004236922,-0.003517716,-0.008022228,0.005917177,0.004159789,-0.003508791,0.015992173,-0.010450413,0.002614916,0.01009568
30/11/2022,147.600159,253.499496,96.540001,100.989998,118.099998,177.463608,136.098679,318.600006,147.307587,216.154388,355.265167,150.655441,544.138611,29.586851,48.958141,63.125793,184.652191,97.870003,37.7519,18.739788,,,0.048593839,-0.001763779,0.044579129,0.060930727,0.078932935,0.004157277,0.011862783,0.011011332,0.025295643,0.037979517,0.038673407,-0.003595426,0.037424309,0.040484427,0.029825995,0.025306238,0.008353139,0.033583282,0.016692716,0.014203117
01/12/2022,147.879349,253.827972,95.5,100.989998,120.440002,177.602615,134.187912,315.839996,147.396469,216.154388,359.651154,151.594437,533.360291,29.350708,49.204311,63.304424,184.443619,98.589996,37.122379,18.652309,,,0.001891529,0.001295766,-0.010772747,0,0.019813751,0.000783299,-0.014039571,-0.008662931,0.000603377,0,0.012345671,0.006232739,-0.019808041,-0.00798135,0.005028173,0.002829762,-0.00112954,0.007356626,-0.016675214,-0.004668089
02/12/2022,147.380798,249.030487,94.129997,100.440002,123.489998,177.503326,133.124191,316.149994,148.739578,216.811829,358.913483,151.446182,534.25708,28.937456,48.938446,63.860161,181.890854,99.43,36.977108,18.487072,,,-0.003371336,-0.018900537,-0.014345581,-0.005446044,0.025323779,-0.000559051,-0.0079271,0.000981503,0.00911222,0.003041534,-0.002051074,-0.000977971,0.001681394,-0.014079797,-0.005403287,0.008778802,-0.013840354,0.008520175,-0.0039133,-0.008858796
05/12/2022,146.204239,243.974228,91.010002,99.480003,122.43,174.842468,129.391266,310.570007,147.238449,212.847336,354.956146,149.894348,533.141052,28.701313,48.574116,62.986862,180.410873,95.93,35.902081,18.224638,,,-0.007983123,-0.020303775,-0.033145598,-0.009557935,-0.008583675,-0.014990468,-0.028040922,-0.017649809,-0.010092331,-0.018285409,-0.01102588,-0.010246769,-0.002088934,-0.008160462,-0.007444658,-0.013675177,-0.008136643,-0.035200644,-0.029072771,-0.014195542
06/12/2022,142.495041,243.227753,88.25,96.980003,114.120003,175.904816,129.607941,307.779999,147.426086,208.265259,346.423431,148.154724,537.405884,28.140471,47.845455,62.957085,180.957169,92.290001,35.727749,18.63287,,,-0.025369976,-0.003059647,-0.030326359,-0.025130679,-0.067875496,0.00607603,0.001674572,-0.008983508,0.001274375,-0.021527528,-0.024038786,-0.011605668,0.007999444,-0.019540639,-0.015001014,-0.000472749,0.003028066,-0.037944324,-0.004855763,0.022400006
07/12/2022,140.530762,246.243576,88.459999,94.940002,113.93,175.934601,129.519302,305.820007,148.374176,207.000214,346.313751,147.383759,540.983154,27.874807,47.441738,63.056328,182.546432,92.150002,35.998924,18.759226,,,-0.013784894,0.012399173,0.002379592,-0.021035275,-0.00166494,0.000169325,-0.000683901,-0.006368159,0.006430951,-0.006074201,-0.000316607,-0.005203783,0.006656552,-0.009440638,-0.008437938,0.00157636,0.008782537,-0.001516947,0.007590039,0.006781349
08/12/2022,142.235794,244.272827,90.349998,93.709999,115.330002,174.485031,130.878525,305.98999,149.440765,208.285187,350.051819,147.611954,545.975342,27.983042,48.239326,63.324272,181.871002,92.550003,35.931133,18.58427,,,0.012132803,-0.00800325,0.021365578,-0.012955582,0.012288265,-0.008239255,0.010494366,0.000555827,0.007188508,0.006207593,0.010793877,0.001548305,0.009227992,0.003882897,0.016811947,0.00424928,-0.003700045,0.00434076,-0.00188314,-0.009326398
09/12/2022,141.747223,251.329697,89.089996,92.830002,115.900002,176.570038,130.169373,306.390015,149.045715,207.886749,347.719269,144.169205,537.286316,27.786255,47.717445,62.65937,182.735153,93.379997,36.221684,18.555111,,,-0.003434937,0.028889296,-0.013945789,-0.009390641,0.004942339,0.011949489,-0.005418398,0.001307314,-0.002643522,-0.001912944,-0.006663442,-0.023322969,-0.015914686,-0.007032366,-0.01081858,-0.010499955,0.00475145,0.00896806,0.00808633,-0.001569015
12/12/2022,144.07045,255.719086,90.550003,93.309998,114.709999,177.930252,132.188492,311.450012,150.576477,213.753784,357.029541,146.857925,543.922668,28.229025,48.544575,63.483055,182.635818,94.660004,36.754353,18.759226,,,0.01638993,0.017464665,0.016388002,0.005170699,-0.010267498,0.007703538,0.015511475,0.016514889,0.010270419,0.028222265,0.026775255,0.018649753,0.012351612,0.015934857,0.017333912,0.01314544,-0.000543601,0.013707507,0.014705804,0.011000473
13/12/2022,145.047607,256.0177,92.489998,95.629997,120.150002,178.476318,132.060455,312.329987,150.349335,212.209824,356.012787,146.332092,536.309753,28.268381,48.879364,63.502903,182.129257,94.699997,36.667187,18.58427,,,0.006782494,0.001167742,0.021424571,0.024863349,0.047423965,0.003068989,-0.000968594,0.002825413,-0.001508483,-0.007223077,-0.002847815,-0.003580556,-0.013996319,0.001394168,0.006896528,0.00031265,-0.002773613,0.000422491,-0.002371583,-0.009326398
14/12/2022,142.794174,247.846039,91.580002,95.07,121.589996,176.222534,131.400543,309.290009,150.941879,212.488754,356.371643,145.518524,536.44928,27.805933,48.544575,63.502903,179.040131,94.150002,36.270107,18.370434,,,-0.015535816,-0.031918344,-0.009838858,-0.005855872,0.011984969,-0.012627916,-0.004997045,-0.009733225,0.003941115,0.001314407,0.001007986,-0.005559737,0.000260161,-0.016359197,-0.006849291,0,-0.016961174,-0.005807762,-0.010829301,-0.01150629
15/12/2022,136.103638,243.546249,88.449997,90.860001,116.150002,174.415527,128.140411,301.910004,149.233368,207.099823,345.147491,144.218796,525.80719,26.713768,47.412201,62.629601,179.129517,90.489998,36.580025,17.952482,,,-0.046854405,-0.017348633,-0.034177822,-0.044283149,-0.044740474,-0.01025412,-0.024810643,-0.023861117,-0.011318999,-0.025361017,-0.031495637,-0.008931701,-0.019838017,-0.039278128,-0.023326479,-0.013752159,0.000499251,-0.038874179,0.008544723,-0.022751341
16/12/2022,134.119415,239.326065,87.860001,90.260002,119.43,174.226883,127.34259,300,148.571686,206.083786,344.73877,141.629303,521.84137,26.487463,47.077408,62.272339,180.122803,90.080002,35.9505,17.971922,,,-0.014578765,-0.01732806,-0.00667039,-0.006603555,0.028239328,-0.001081578,-0.006226147,-0.006326402,-0.004433874,-0.004906025,-0.001184192,-0.017955309,-0.007542346,-0.008471474,-0.007061326,-0.005704363,0.005545072,-0.004530843,-0.017209529,0.001082859
19/12/2022,131.985641,240.669754,84.919998,88.440002,114.480003,174.415527,128.100998,300.029999,148.532181,204.021881,340.173401,141.678894,521.741638,26.359554,46.673691,62.361656,180.01355,85.779999,35.863338,17.359575,,,-0.015909509,0.00561447,-0.03346236,-0.02016397,-0.041446848,0.001082749,0.005955651,9.99967E-05,-0.000265899,-0.010005178,-0.013242981,0.000350146,-0.000191116,-0.004829039,-0.0085756,0.001434297,-0.000606547,-0.047735379,-0.0024245,-0.034072427
20/12/2022,131.915848,243.28746,85.190002,89.019997,117.089996,176.411163,128.721512,302,148.591446,204.559753,341.858002,142.919098,518.36377,26.015177,46.644146,62.312038,181.275024,87.019997,35.8246,17.56369,,,-0.000528792,0.010876755,0.00317951,0.006558062,0.02279868,0.011441848,0.004843944,0.006566013,0.000399004,0.002636345,0.004952183,0.008753626,-0.006474216,-0.013064599,-0.000633012,-0.000795649,0.007007661,0.014455561,-0.001080156,0.011758064
21/12/2022,135.056686,237.07663,86.769997,89.580002,119.760002,175.765823,130.169373,307.820007,149.9543,206.004105,344.589264,144.040222,525.667664,26.398909,46.929703,63.314346,179.874481,86.919998,36.589706,17.641449,,,0.023809406,-0.025528772,0.018546719,0.006290778,0.022803024,-0.003658159,0.011248011,0.019271546,0.00917182,0.007060783,0.007989463,0.007844466,0.014090286,0.014750313,0.006122033,0.016085303,-0.007726067,-0.00114915,0.021357,0.004427259
22/12/2022,131.846039,237.614105,83.790001,87.760002,117.120003,176.212601,128.691971,302.690002,150.299957,204.260925,340.432526,142.353561,525.21936,25.552727,46.594917,62.857849,181.036636,86.669998,37.103012,17.758087,,,-0.023772588,0.002267094,-0.034343622,-0.020317035,-0.022044079,0.002541893,-0.011349843,-0.0166656,0.002305082,-0.00846187,-0.012062877,-0.011709653,-0.000852828,-0.032053673,-0.007133776,-0.007210009,0.006460922,-0.002876208,0.0140287,0.006611588
23/12/2022,131.477127,235.852386,85.25,89.230003,118.040001,176.162949,129.302628,306.48999,150.724609,205.027924,342.50592,142.641296,529.424316,25.670799,46.752464,63.334194,181.841202,88.010002,37.19986,17.796967,,,-0.002798051,-0.007414202,0.017424502,0.016750239,0.007855174,-0.000281773,0.004745106,0.012554059,0.002825363,0.003754996,0.00609047,0.00202127,0.008006095,0.00462072,0.003381206,0.007578131,0.004444216,0.01546099,0.002610246,0.002189425
27/12/2022,129.652435,233.433731,83.040001,87.389999,116.879997,175.398468,129.755707,305.549988,152.038101,205.486115,345.05777,142.680969,530.101929,25.523211,46.801693,63.721226,180.53006,86.370003,38.013397,17.942762,,,-0.013878399,-0.010254952,-0.025923742,-0.020620912,-0.009827211,-0.004339624,0.00350402,-0.003066991,0.008714516,0.002234774,0.007450528,0.000278131,0.001279905,-0.005749256,0.001052971,0.006110949,-0.007210368,-0.018634234,0.021869356,0.008192126
28/12/2022,125.674026,239.883453,81.82,86.019997,115.620003,176.292038,130.464844,303.429993,150.072815,204.191208,340.861176,140.18074,526.574463,25.129637,46.348743,63.086098,180.758514,84.169998,37.587261,17.709486,,,-0.030685185,0.027629777,-0.014691727,-0.015676874,-0.010780236,0.005094514,0.00546517,-0.006938292,-0.012926273,-0.006301676,-0.012162004,-0.017523213,-0.006654316,-0.015420238,-0.009678069,-0.009967291,0.001265462,-0.025471864,-0.011210153,-0.01300112
29/12/2022,129.233658,238.69902,84.18,88.449997,120.260002,175.388519,131.213409,309.059998,150.694977,207.249237,347.101257,141.033997,527.99939,25.788872,46.772156,63.463207,179.447372,87.18,38.023079,17.933044,,,0.028324325,-0.004937535,0.028843803,0.028249245,0.040131455,-0.005125127,0.005737676,0.018554543,0.004145734,0.014976301,0.018306811,0.006086835,0.002706031,0.026233367,0.009135372,0.005977688,-0.007253556,0.035760985,0.011594833,0.01262363
30/12/2022,129.552719,238.460129,84,88.230003,120.339996,176.917542,132.080154,308.899994,149.677765,206.950394,346.622772,140.676834,528.29834,26.005337,46.910011,63.125793,178.205765,86.879997,38.158672,17.894163,,,0.002468869,-0.001000804,-0.002138275,-0.002487213,0.000665175,0.00871792,0.006605613,-0.000517712,-0.006750139,-0.00144195,-0.001378517,-0.00253246,0.000566194,0.008393737,0.002947373,-0.005316687,-0.006919059,-0.003441191,0.003566071,-0.00216812
03/01/2023,124.706833,228.029114,85.82,89.120003,124.739998,178.843689,133.084778,309.910004,149.687653,206.581833,345.695709,142.472626,516.799316,26.300516,47.205414,62.470818,177.768723,88.970001,38.855984,18.214918,,,-0.037404742,-0.043743225,0.021666667,0.010087272,0.036563089,0.010887258,0.007606169,0.003269699,6.60619E-05,-0.001780915,-0.002674559,0.012765371,-0.021766156,0.011350709,0.006297227,-0.010375711,-0.002452457,0.024056216,0.018274011,0.017925119
04/01/2023,125.993095,221.270859,85.139999,88.080002,127.370003,177.523178,134.325806,314.549988,150.339447,211.781509,354.019135,142.631363,502.709473,27.235254,47.195488,62.441044,175.91127,91.980003,39.834167,18.603708,,,0.010314286,-0.029637685,-0.007923573,-0.01166967,0.021083895,-0.007383604,0.009325094,0.014972037,0.00435436,0.025170055,0.024077319,0.001114158,-0.027263664,0.035540672,-0.000210272,-0.000476607,-0.010448705,0.033831651,0.025174578,0.021344592
05/01/2023,124.656975,223.878616,83.120003,86.199997,126.940002,178.96283,134.296051,312.899994,148.472931,210.287354,350.649902,142.145218,488.221069,27.11718,46.530487,61.726528,179.88443,91.919998,40.386208,18.671747,,,-0.010604708,0.011785361,-0.023725582,-0.021344289,-0.003375999,0.008109657,-0.000221514,-0.00524557,-0.012415344,-0.007055172,-0.009517093,-0.003408402,-0.028820631,-0.004335337,-0.014090351,-0.01144305,0.022586159,-0.00065237,0.01385848,0.003657282
06/01/2023,129.243622,226.058365,86.080002,87.339996,130.020004,174.326172,136.865875,318.690002,152.008469,216.901474,367.094116,145.627655,488.260956,28.268381,47.959747,62.917393,178.126297,93.919998,40.860767,18.982782,,,0.036794146,0.009736298,0.035611151,0.013225047,0.024263447,-0.025908497,0.019135514,0.01850434,0.023812677,0.031452771,0.046896388,0.02449915,8.16986E-05,0.042452829,0.030716635,0.019292597,-0.009773681,0.021758051,0.011750521,0.016658056
09/01/2023,129.772079,227.780289,87.360001,88.019997,129.470001,173.90918,136.300308,315.529999,150.151825,217.748169,370.388947,143.812012,488.32074,28.839062,48.217812,62.133408,176.656235,94.769997,40.696487,18.773746,,,0.004088844,0.007617166,0.014869877,0.007785677,-0.004230141,-0.002392022,-0.004132272,-0.009915601,-0.012214083,0.003903593,0.008975439,-0.012467707,0.000122443,0.020187962,0.005380867,-0.012460545,-0.00825292,0.009050245,-0.004020483,-0.011011874
10/01/2023,130.350403,234.667953,89.870003,88.419998,132.990005,173.63118,137.520737,316.350006,150.003677,220.228455,370.428864,143.722733,484.275146,28.966974,48.446098,61.657063,176.854889,95.559998,41.267044,19.197733,,,0.004456459,0.030238192,0.028731708,0.004544433,0.027187796,-0.001598536,0.008953971,0.002598824,-0.000986655,0.011390617,0.00010777,-0.000620803,-0.008284706,0.004435373,0.004734474,-0.007666488,0.001124523,0.008335982,0.01401981,0.022584038
11/01/2023,133.102386,237.395126,95.089996,91.519997,132.889999,172.757462,138.542709,320.369995,148.788956,221.234528,377.268127,144.982773,491.648865,29.370388,48.843113,61.537971,174.600128,96.330002,40.509579,19.138573,,,0.021112194,0.011621412,0.058083819,0.035059931,-0.000751981,-0.005032034,0.007431403,0.012707409,-0.008097941,0.004568315,0.018463094,0.008767159,0.015226301,0.013926688,0.008194984,-0.001931522,-0.012749215,0.008057807,-0.018355204,-0.003081614
12/01/2023,133.022629,238.111755,95.269997,91.129997,136.710007,172.191513,138.403809,318.929993,147.949509,222.748596,379.215088,143.673126,493.910828,29.803318,48.634678,60.744061,174.063766,99.809998,41.129326,19.138573,,,-0.000599215,0.003018718,0.001892954,-0.004261364,0.028745639,-0.003275974,-0.001002579,-0.004494809,-0.005641864,0.006843724,0.005160682,-0.009033121,0.004600769,0.014740357,-0.004267439,-0.01290114,-0.003071945,0.036125775,0.015298777,0
13/01/2023,134.368698,239.226532,98.120003,92.120003,136.979996,171.129166,141.896393,317.640015,149.006226,222.190781,374.931793,144.149338,487.832489,29.626209,48.515575,60.962387,174.87825,99.400002,41.178509,19.276613,,,0.010119098,0.004681739,0.029915042,0.010863668,0.001974903,-0.006169567,0.025234739,-0.004044706,0.007142416,-0.002504236,-0.01129516,0.003314552,-0.012306551,-0.005942593,-0.002448932,0.003594195,0.004679228,-0.004107765,0.001195813,0.007212659
